split,condition_id,query,positive_target_after_annotation,negative_target_after_annotation,selected_retrieval_candidates,actual_positive_count,actual_negative_count,status
train,H04,道路の工事区間と画面右の自転車が見える画像,0,0,,,,excluded_heldout_query
train,H05,路面に雪があり画面左に歩行者がいる画像,0,0,,,,excluded_heldout_query
train,H06,路面が濡れていて画面中央にバイクがいる画像,0,0,,,,excluded_heldout_query
train,H07,赤信号と自車と同じ車線の車が見える画像,0,0,,,,excluded_heldout_query
train,H08,画面右に青い車がいる画像,0,0,,,,excluded_heldout_query
train,H09,画面中央に黒いバスがいる画像,0,0,,,,excluded_heldout_query
train,H10,画面左に赤いトラックがいる画像,0,0,,,,excluded_heldout_query
train,H11,画面右に青いバンがいる画像,0,0,,,,excluded_heldout_query
train,H12,画面中央に白い自転車がいる画像,0,0,,,,excluded_heldout_query
train,H13,画面中央に赤いバイクがいる画像,0,0,,,,excluded_heldout_query
train,H14,画面左に後ろ姿が見えるバスがいる画像,0,0,,,,excluded_heldout_query
train,H15,赤い車と画面右の自転車がいる画像,0,0,,,,excluded_heldout_query
train,H16,白いバスと画面左の歩行者がいる画像,0,0,,,,excluded_heldout_query
train,H17,青いトラックと画面右のバイクがいる画像,0,0,,,,excluded_heldout_query
train,H18,黒いバンと画面左の自転車がいる画像,0,0,,,,excluded_heldout_query
train,H19,赤い自転車と画面右の歩行者がいる画像,0,0,,,,excluded_heldout_query
train,H20,白いバイクと画面中央の車がいる画像,0,0,,,,excluded_heldout_query
train,R01,緊急車両がいる画像,20,20,19,,,pending_annotation
train,R02,列車が見える画像,20,20,19,,,pending_annotation
train,R03,動物がいる画像,20,20,22,,,pending_annotation
train,X01,トラックより画面上で左に歩行者がいる画像,20,20,37,,,pending_annotation
train,X02,車がちょうど2台見える画像,20,20,23,,,pending_annotation
train,X03,歩行者が写っていない画像,20,20,40,,,pending_annotation
train,X04,バスまたはトラックがいる画像,20,20,45,,,pending_annotation
train,D01,逆走している自転車,0,0,,,,deferred_temporal
train,D02,車両の陰から歩行者が飛び出す場面,0,0,,,,deferred_temporal
train,D03,歩行者が急に車道を横断する場面,0,0,,,,deferred_temporal
train,D04,前方の車が急停止する場面,0,0,,,,deferred_temporal
train,D05,自車に車両が急接近する場面,0,0,,,,deferred_temporal
train,D06,車が信号を無視して進む場面,0,0,,,,deferred_temporal
val,OBJ01,車がいる画像,10,5,13,,,pending_annotation
val,OBJ02,バスがいる画像,10,5,13,,,pending_annotation
val,OBJ03,トラックがいる画像,10,5,15,,,pending_annotation
val,OBJ04,バンがいる画像,10,5,13,,,pending_annotation
val,OBJ05,歩行者がいる画像,10,5,13,,,pending_annotation
val,OBJ06,自転車がいる画像,10,5,10,,,pending_annotation
val,OBJ07,バイクがいる画像,10,5,13,,,pending_annotation
val,COL01,白い車がいる画像,10,5,10,,,pending_annotation
val,COL02,黒い車がいる画像,10,5,9,,,pending_annotation
val,COL03,赤い車がいる画像,10,5,10,,,pending_annotation
val,COL04,青い車がいる画像,10,5,10,,,pending_annotation
val,COL05,白いバスがいる画像,10,5,10,,,pending_annotation
val,COL06,黒いバスがいる画像,10,5,11,,,pending_annotation
val,COL07,赤いバスがいる画像,10,5,10,,,pending_annotation
val,COL08,青いバスがいる画像,10,5,10,,,pending_annotation
val,COL09,白いトラックがいる画像,10,5,12,,,pending_annotation
val,COL10,黒いトラックがいる画像,10,5,10,,,pending_annotation
val,COL11,赤いトラックがいる画像,10,5,11,,,pending_annotation
val,COL12,青いトラックがいる画像,10,5,10,,,pending_annotation
val,COL13,白いバンがいる画像,10,5,10,,,pending_annotation
val,COL14,黒いバンがいる画像,10,5,10,,,pending_annotation
val,COL15,赤いバンがいる画像,10,5,10,,,pending_annotation
val,COL16,青いバンがいる画像,10,5,11,,,pending_annotation
val,COL17,白い自転車がいる画像,10,5,11,,,pending_annotation
val,COL18,黒い自転車がいる画像,10,5,10,,,pending_annotation
val,COL19,赤い自転車がいる画像,10,5,10,,,pending_annotation
val,COL20,青い自転車がいる画像,10,5,11,,,pending_annotation
val,COL21,白いバイクがいる画像,10,5,10,,,pending_annotation
val,COL22,黒いバイクがいる画像,10,5,11,,,pending_annotation
val,COL23,赤いバイクがいる画像,10,5,13,,,pending_annotation
val,COL24,青いバイクがいる画像,10,5,10,,,pending_annotation
val,POS01,画面左に車がいる画像,10,5,14,,,pending_annotation
val,POS02,画面中央に車がいる画像,10,5,11,,,pending_annotation
val,POS03,画面右に車がいる画像,10,5,11,,,pending_annotation
val,POS04,画面左にバスがいる画像,10,5,11,,,pending_annotation
val,POS05,画面中央にバスがいる画像,10,5,12,,,pending_annotation
val,POS06,画面右にバスがいる画像,10,5,13,,,pending_annotation
val,POS07,画面左にトラックがいる画像,10,5,15,,,pending_annotation
val,POS08,画面中央にトラックがいる画像,10,5,12,,,pending_annotation
val,POS09,画面右にトラックがいる画像,10,5,18,,,pending_annotation
val,POS10,画面左にバンがいる画像,10,5,15,,,pending_annotation
val,POS11,画面中央にバンがいる画像,10,5,14,,,pending_annotation
val,POS12,画面右にバンがいる画像,10,5,16,,,pending_annotation
val,POS13,画面左に歩行者がいる画像,10,5,13,,,pending_annotation
val,POS14,画面中央に歩行者がいる画像,10,5,10,,,pending_annotation
val,POS15,画面右に歩行者がいる画像,10,5,10,,,pending_annotation
val,POS16,画面左に自転車がいる画像,10,5,12,,,pending_annotation
val,POS17,画面中央に自転車がいる画像,10,5,13,,,pending_annotation
val,POS18,画面右に自転車がいる画像,10,5,14,,,pending_annotation
val,POS19,画面左にバイクがいる画像,10,5,12,,,pending_annotation
val,POS20,画面中央にバイクがいる画像,10,5,13,,,pending_annotation
val,POS21,画面右にバイクがいる画像,10,5,14,,,pending_annotation
val,LOC01,自車と同じ車線に車がいる画像,10,5,11,,,pending_annotation
val,LOC02,自車の左隣の車線に車がいる画像,10,5,10,,,pending_annotation
val,LOC03,自車の右隣の車線に車がいる画像,10,5,10,,,pending_annotation
val,LOC04,対向車線に車がいる画像,10,5,12,,,pending_annotation
val,LOC05,自車と同じ車線にバスがいる画像,10,5,12,,,pending_annotation
val,LOC06,自車の左隣の車線にバスがいる画像,10,5,12,,,pending_annotation
val,LOC07,自車の右隣の車線にバスがいる画像,10,5,10,,,pending_annotation
val,LOC08,対向車線にバスがいる画像,10,5,13,,,pending_annotation
val,LOC09,自車と同じ車線にトラックがいる画像,10,5,12,,,pending_annotation
val,LOC10,自車の左隣の車線にトラックがいる画像,10,5,10,,,pending_annotation
val,LOC11,自車の右隣の車線にトラックがいる画像,10,5,14,,,pending_annotation
val,LOC12,対向車線にトラックがいる画像,10,5,16,,,pending_annotation
val,LOC13,自車と同じ車線にバンがいる画像,10,5,10,,,pending_annotation
val,LOC14,自車の左隣の車線にバンがいる画像,10,5,14,,,pending_annotation
val,LOC15,自車の右隣の車線にバンがいる画像,10,5,13,,,pending_annotation
val,LOC16,対向車線にバンがいる画像,10,5,13,,,pending_annotation
val,LOC17,自車と同じ車線に自転車がいる画像,10,5,11,,,pending_annotation
val,LOC18,自車の左隣の車線に自転車がいる画像,10,5,11,,,pending_annotation
val,LOC19,自車の右隣の車線に自転車がいる画像,10,5,14,,,pending_annotation
val,LOC20,対向車線に自転車がいる画像,10,5,15,,,pending_annotation
val,LOC21,自車と同じ車線にバイクがいる画像,10,5,10,,,pending_annotation
val,LOC22,自車の左隣の車線にバイクがいる画像,10,5,16,,,pending_annotation
val,LOC23,自車の右隣の車線にバイクがいる画像,10,5,11,,,pending_annotation
val,LOC24,対向車線にバイクがいる画像,10,5,10,,,pending_annotation
val,LOC25,歩道上に歩行者がいる画像,10,5,10,,,pending_annotation
val,LOC26,横断歩道上に歩行者がいる画像,10,5,14,,,pending_annotation
val,LOC27,車道上に歩行者がいる画像,10,5,12,,,pending_annotation
val,ORI01,こちらに正面を向けた車がいる画像,10,5,12,,,pending_annotation
val,ORI02,後ろ姿が見える車がいる画像,10,5,11,,,pending_annotation
val,ORI03,こちらに正面を向けたバスがいる画像,10,5,10,,,pending_annotation
val,ORI04,後ろ姿が見えるバスがいる画像,10,5,10,,,pending_annotation
val,ORI05,こちらに正面を向けたトラックがいる画像,10,5,12,,,pending_annotation
val,ORI06,後ろ姿が見えるトラックがいる画像,10,5,10,,,pending_annotation
val,ORI07,こちらに正面を向けたバンがいる画像,10,5,12,,,pending_annotation
val,ORI08,後ろ姿が見えるバンがいる画像,10,5,13,,,pending_annotation
val,ORI09,こちらに正面を向けた自転車がいる画像,10,5,12,,,pending_annotation
val,ORI10,後ろ姿が見える自転車がいる画像,10,5,11,,,pending_annotation
val,ORI11,こちらに正面を向けたバイクがいる画像,10,5,13,,,pending_annotation
val,ORI12,後ろ姿が見えるバイクがいる画像,10,5,14,,,pending_annotation
val,ROAD01,市街地の道路の画像,10,5,9,,,pending_annotation
val,ROAD02,住宅街の道路の画像,10,5,9,,,pending_annotation
val,ROAD03,高速道路の画像,10,5,10,,,pending_annotation
val,ROAD04,田舎道の画像,10,5,10,,,pending_annotation
val,ROAD05,トンネル内の画像,10,5,9,,,pending_annotation
val,ROAD06,橋の上の道路の画像,10,5,9,,,pending_annotation
val,ROAD07,交差点が見える画像,10,5,10,,,pending_annotation
val,ROAD08,横断歩道が見える画像,10,5,10,,,pending_annotation
val,ROAD09,道路の工事区間が見える画像,10,5,9,,,pending_annotation
val,ROAD10,赤信号が見える画像,10,5,11,,,pending_annotation
val,ROAD11,青信号が見える画像,10,5,10,,,pending_annotation
val,ROAD12,黄信号が見える画像,10,5,9,,,pending_annotation
val,ROAD13,路面が濡れている画像,10,5,11,,,pending_annotation
val,ROAD14,路面に雪がある画像,10,5,10,,,pending_annotation
val,ROAD15,道路がカーブしている画像,10,5,10,,,pending_annotation
val,ROAD16,坂道の画像,10,5,10,,,pending_annotation
val,ENV01,昼の道路の画像,10,5,11,,,pending_annotation
val,ENV02,夜の道路の画像,10,5,9,,,pending_annotation
val,ENV03,薄明の道路の画像,10,5,10,,,pending_annotation
val,ENV04,晴れた道路の画像,10,5,10,,,pending_annotation
val,ENV05,曇りの道路の画像,10,5,10,,,pending_annotation
val,ENV06,雨が降っている道路の画像,10,5,10,,,pending_annotation
val,ENV07,雪が降っている道路の画像,10,5,9,,,pending_annotation
val,ENV08,霧のある道路の画像,10,5,10,,,pending_annotation
val,CO01,車とバスがいる画像,10,5,10,,,pending_annotation
val,CO02,車とトラックがいる画像,10,5,12,,,pending_annotation
val,CO03,車とバンがいる画像,10,5,13,,,pending_annotation
val,CO04,車と歩行者がいる画像,10,5,11,,,pending_annotation
val,CO05,車と自転車がいる画像,10,5,12,,,pending_annotation
val,CO06,車とバイクがいる画像,10,5,10,,,pending_annotation
val,CO07,バスとトラックがいる画像,10,5,10,,,pending_annotation
val,CO08,バスとバンがいる画像,10,5,10,,,pending_annotation
val,CO09,バスと歩行者がいる画像,10,5,10,,,pending_annotation
val,CO10,バスと自転車がいる画像,10,5,10,,,pending_annotation
val,CO11,バスとバイクがいる画像,10,5,10,,,pending_annotation
val,CO12,トラックとバンがいる画像,10,5,11,,,pending_annotation
val,CO13,トラックと歩行者がいる画像,10,5,10,,,pending_annotation
val,CO14,トラックと自転車がいる画像,10,5,10,,,pending_annotation
val,CO15,トラックとバイクがいる画像,10,5,14,,,pending_annotation
val,CO16,バンと歩行者がいる画像,10,5,10,,,pending_annotation
val,CO17,バンと自転車がいる画像,10,5,10,,,pending_annotation
val,CO18,バンとバイクがいる画像,10,5,12,,,pending_annotation
val,CO19,歩行者と自転車がいる画像,10,5,10,,,pending_annotation
val,CO20,歩行者とバイクがいる画像,10,5,10,,,pending_annotation
val,CO21,自転車とバイクがいる画像,10,5,11,,,pending_annotation
val,CE01,夜の横断歩道上に歩行者がいる画像,5,5,6,,,pending_annotation
val,CE02,昼の横断歩道上に歩行者がいる画像,5,5,8,,,pending_annotation
val,CE03,薄明の歩道上に歩行者がいる画像,5,5,9,,,pending_annotation
val,CE04,夜に自転車がいる画像,5,5,6,,,pending_annotation
val,CE05,夜にバイクがいる画像,5,5,8,,,pending_annotation
val,CE06,霧の中に歩行者がいる画像,5,5,5,,,pending_annotation
val,CE07,霧の中に車がいる画像,5,5,8,,,pending_annotation
val,CE08,道路の工事区間と自転車が見える画像,5,5,8,,,pending_annotation
val,CE09,道路の工事区間と歩行者が見える画像,5,5,5,,,pending_annotation
val,CE10,路面に雪があり車がいる画像,5,5,8,,,pending_annotation
val,CE11,路面に雪があり歩行者がいる画像,5,5,5,,,pending_annotation
val,CE12,路面が濡れていて自転車がいる画像,5,5,6,,,pending_annotation
val,CE13,路面が濡れていてバイクがいる画像,5,5,7,,,pending_annotation
val,CE14,雨が降る道路にバスがいる画像,5,5,6,,,pending_annotation
val,CE15,雨が降る道路の歩道上に歩行者がいる画像,5,5,8,,,pending_annotation
val,CE16,雪が降る道路にトラックがいる画像,5,5,6,,,pending_annotation
val,CE17,トンネル内に車がいる画像,5,5,6,,,pending_annotation
val,CE18,橋の上にトラックがいる画像,5,5,7,,,pending_annotation
val,CE19,交差点とバイクが見える画像,5,5,7,,,pending_annotation
val,CE20,赤信号と車が見える画像,5,5,10,,,pending_annotation
val,CE21,青信号と自転車が見える画像,5,5,10,,,pending_annotation
val,CE22,黄信号とバンが見える画像,5,5,6,,,pending_annotation
